date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:28:43	188121/188121	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2020:10:22%20GMT	https://www.classcentral.com/report/best-japanese-courses/	D:/Class%20Central%202/CC/www.classcentral.com/report/best-japanese-courses/index.html	(from https://www.classcentral.com/)
22:28:43	2137/2137	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Feb%202023%2013:54:55%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-earn-a-masters-degree-social.png?auto=format&blur=200&ixlib=php-3.3.1&px=16&w=450&s=d4e61966210190218f3d938e05312286	D:/Class%20Central%202/CC/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-earn-a-masters-degree-social3f9b.png	(from https://www.classcentral.com/)
22:28:44	161568/161568	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2020:05:00%20GMT	https://www.classcentral.com/report/best-erlang-courses/	D:/Class%20Central%202/CC/www.classcentral.com/report/best-erlang-courses/index.html	(from https://www.classcentral.com/)
22:28:44	26372/26372	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Feb%202023%2002:36:12%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-earn-a-masters-degree-social.png?auto=format&ixlib=php-3.3.1&w=450&s=b6c23348d8c869ee66cab69691933e49	D:/Class%20Central%202/CC/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-earn-a-masters-degree-sociald381.png	(from https://www.classcentral.com/)
22:28:45	164537/164537	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2014:14:07%20GMT	https://www.classcentral.com/report/best-css-animation-courses/	D:/Class%20Central%202/CC/www.classcentral.com/report/best-css-animation-courses/index.html	(from https://www.classcentral.com/)
22:28:45	1912/1912	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Feb%202023%2015:18:55%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-microcredentials-social.png?auto=format&blur=200&ixlib=php-3.3.1&px=16&w=450&s=4d748a7cdb0f7782a1ead2cee65d37d4	D:/Class%20Central%202/CC/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-microcredentials-socialc08f.png	(from https://www.classcentral.com/)
22:28:46	178640/178640	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2014:06:01%20GMT	https://www.classcentral.com/report/udemy-top-courses/	D:/Class%20Central%202/CC/www.classcentral.com/report/udemy-top-courses/index.html	(from https://www.classcentral.com/)
22:28:46	31119/31119	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Feb%202023%2016:04:02%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-microcredentials-social.png?auto=format&ixlib=php-3.3.1&w=450&s=ac00a29f643507e6d6ae41dd49791dce	D:/Class%20Central%202/CC/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-microcredentials-social5dfd.png	(from https://www.classcentral.com/)
22:28:47	337832/337832	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2014:06:07%20GMT	https://www.classcentral.com/report/india-online-degrees/	D:/Class%20Central%202/CC/www.classcentral.com/report/india-online-degrees/index.html	(from https://www.classcentral.com/)
22:28:48	257848/257848	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2014:14:13%20GMT	https://www.classcentral.com/report/mooc-based-masters-degree/	D:/Class%20Central%202/CC/www.classcentral.com/report/mooc-based-masters-degree/index.html	(from https://www.classcentral.com/)
